document_id,clean_text,Sentiment
278,"This film is... good,... but a little disappointing.Let's start with the positives. This movie looks incredible. The Chinese elements and Asian-American influences give this film a wonderfully unique style. The fight choreography is some of the cleanest ever seen in the universe. It all looks incredible and clear, with clear lessons learned from the works of Bruce Lee. Simu Liu does an amazing job and I ADORE Shang-Chi and a character. I cannot wait to see more of him in the future.Unfortunately, the writing really lets this movie down in a lot of ways. None of the characters in the film feel like they learn or grow throughout the story, including Shang-Chi. Shang starts out as a trained fighter who loves his dad but condemns his actions and he finishes the film in the exact same spot. I similar thing can be said for his father who also feels very stagnant. Shang's sister is unbelievably one-dimensional filling in as the badass woman type with no further depth beyond her painful American accent. The comic relief characters very much overstay their welcome and become grating as things go on. This is very apparent for the return of Trevor who should have remained nothing more than a 10-second cameo.The story itself is very messy and cliche. At the beginning of the film, we are presented with an amulet that is treated as being very important but disappears at the end of the first act. Shang's journey isn't really motivated with himself, but through an urge to stop whatever his father is doing. It all feels very hallow.I appreciate what this movie will do for Asian representation, but am underwhelmed by it simply as a film on its own, not unlike that of Black Panther.",neutral
279,"Awkwafina should not be the most interesting part of your $150 million kung fu movie.She wasn't great (sometimes she was a bit annoying, to be honest), but everyone else was forgettable. Shang-Chi himself was the generic ""slacker with potential"" character with no personality. And he was a live wire compared to the rest of the cast. Aside from Awkwafina, the others seemed to have picked one emotion (either stoic, angry, stern, or ""wise"") and stuck with it.Wait a minute, I forgot about Ben Kingsley. His appearance was a nice surprise (I think), but he was a wacky Disney animated movie sidekick with an awful-looking CGI pet monster (who was also a wacky Disney animated movie sidekick).Shang-Chi strikes me as an American-friendly martial arts movie. Not that I'm an expert on kung fu movies, but I've watched enough movies (including several Marvel movies) to know a factory-made action flick when I see it. The movie is very watered down.There was, for instance, no effort involved in developing a plot or telling a story whatsoever. It's almost the exact same plot as the CW's Kung Fu series. Family vs. Family.I wanted to enjoy the fight scenes (I can tell that a lot of effort was put into them), but everything looked fake. Obvious special effects mixed with artificial movie sets. The final battle was two giant cartoons wrestling each other.As a matter of fact, almost every scene in the movie was covered in computer graphics.I didn't hate the movie. I can see other people liking it. But I was bored most of the time.",negative
280,"Mannnn... this movie is good.Let me... just say.. first of all.. OMG THE FIGHTS! THE ACTION! OH.. MY.. GOD. Marvel did it again after having a slight setback with the just okay black widow movie. This movie has the best fight scenes I've seen since the raid films. The fights are so well choreographed but also fast paced and filmed to perfection. The bus fight is incredible!!!!! The fight in the beginning between the mandarin and the mother.. wow wow wow...
OKAY Back to reality. This movie does have flaws. First of all the pacing in like the 3/4rd of the film is a tat slow. The score honestly is weak. Might be my theater but there were moments where the score had to make me feel something and (credits to the movie itself that it let me ) i had to do that all by myself.The plot sometimes leans to a pretty basic plot, but because of the great screenplay it works.Cinematography was amazing. The acting was good. And the special effects were very good. One thing that I have to admit. Game of thrones kind of spoiled us with the design of .. a particular mythical creature so... that won't look as great as it could've been but still very good.But man the fights were incredible.. the camera work was so good. Fluent movements but fast and I could see EVERYTHING. After snake eyes I thought I would never see a good martial arts movie again considering how average that was.Thank you, shang chi. You made my night.9 out of 10. Welcome back marvel.",negative
281,"Marvel recruits indie director Destin Daniel Cretton of Short Term 12 fame to bring the character of Shang Chi to the Marvel Cinematic Universe.Sadly, an abundance of familiar tropes, messy visual effects and a lead character who is overshadowed both by performance and development from the villain leads to a painfully average film.Shang Chi follows all the needed and formal tropes to make a surprisingly dull origin tale. Simu Liu is fine in the role of Shang Chi who must challenge his father from unleashing a terrible foe.Tony Leung makes his English language debut as Wenwu, a far more compelling and intriguing character then his son, with Leung giving a refreshingly subtle performance.Awkwafina is fine as Shang Chi's friend Katy but her generic arc lets her down. Meng'er Zhang plays Shang Chi's sister, Xialing who is also far more interesting then her titular brother but lacks the screentime to really be fleshed out.The ensemble do solid work with notable standouts being Michelle Yeoh, Fala Chen with a very funny Ben Kingsley and a much welcomed Benedict Wong.The film soars during the rather intimate scenes between Wenwu and his wife Leiko but these scenes are soon traded for large scale battles with ugly green screen backgrounds.Aside from some intriguing post credits scenes, the film leaves you wanting more. It's a shame that Marvel didn't allow Cretton to make use of his indie sensibilities and resigned him to a basic origin tale that is painfully average.",positive
282,"Not sure how to review this movie, all I could think about was the other Chinese movie ""The Great Wall"". Effects were really good, but the movie was to slow for me.",negative
283,"Loved the all-asian cast, but i understand many people aren't going to like that because of their own insecurities, but aside from that the cgi, storyline, and characters all brought an interesting rendition for each of their own and the post credit scene was also a really cool connector into how Shang-Chi may fit in with his new avenger buddies.",neutral
284,Touch of the mystic in its story and direction. Visuals and fight scenes are great and the main characters are extremely likeable. It even has a villain which you can understand.,positive
285,Some innovative but non-perilous fights.Sets up a hopefully more complete Marvel story thread.Great to see Trevor again.A rehash of Kung Fu Panda 3 minus the dumplings.,positive
286,This new marvel movie is just bad. The main actor can't act and it's more about the side characters then him.,neutral
287,"Not that I expect coherent storylines from Disney, but good grief, this film was a mess. It's all over the place!Here's a little tip for the people who wrote this: pick a tone and stick with it!Good CGI and very good action set pieces. Hence three stars instead of one. Other than that - this is the normal generic Marvel phase 2 dross.Oh, and Awkwafina is unwatchable! She's more like an irritant than an actress.P. S. I'm incredibly suspicious of the o.t.t. Positive reviews this film is getting on here. Bots?",negative
288,I'll start by saying I'm generally pretty sick of the glut of superhero movies that have dominated blockbusters for so many years now. Marvel in particular have gotten to the point where I feel many of their movies are just the same old things rehashed over and over.So I wasn't expecting much from this superhero film based on a character I'd never heard of. What a pleasant surprise it was. A movie with interesting characters that had plenty of depth. A superb cast good enough that even Michelle Yeoh's usual outstanding performance didn't upstage everyone else. Beautiful visuals like you'd expect from some of the better recent chinese films rather than a Marvel film. And the action and visual effects didn't disappoint.Well worth seeing on the big screen to truly appreciate.,negative
289,"This movie really surprised me. Def one of my favorite marvel movies ever, it's worth a watch.",positive
290,"Shang-Chi has great special effects and a compelling storyline but the script doesn't get too emotionally deep. This is one of the major liabilities of trying to tell a good story in about 2 hours. You simply can't because it takes time for viewers to develop care, concern, and emotional attachment to characters. So, what is best told in 2 hours? Robust short stories with excellent special effects that can only be enjoyed on the big screen. To this end Shang-Chi delivers in loads. The action is fast and the camera work while a bit dizzying captures the action very well. The only major issue I had with the plot is with the monsters that the heroes are fighting against. If you watch Chinese wuxia or xianxia dramas, you know that stories involving magical beasts are always based on Chinese mythology, Taoism, Buddhist, Chinese folk religion, traditional medicine, etc. Taoist immortals spouting what sounds like gibberish to laypeople is a classic character trope. The evil creatures that Shang-Chi fights against do not fit into the xiaxia genre world view. If they are demons no explanation is given for why they are so demonic? Have they been denounced by a bohisattva? Are they former immortals who failed to cultivate and somehow reincarnated into the hungry ghost realm? It may just be that wuxia and xianxia are so deeply developed (and this is obvious when you watch any popular Chinese historical drama--from ""Eternal Love"" ot ""Legend of Fuyao"") that deivating from these highly developed genres makes the film feel less ""Chinese"". While many elements of Shang-Chi resemble a Chinese fantasy drama the lack of proper wuxia and xianxia elements makes it feel like philosophically something is missing--at least from someone who watches a lot of these dramas on Rakuten Viki!",negative
291,"Not only does Shang-Chi and the Legend of the Ten Rings expand the MCU further and introduce new concepts for the future, but it delivers some badass choreographed action scenes and an emotionally complex villain.",negative
292,"Production: Good script even though certain scenes were predictable. Solid editing, but yet again too much slow motion to try to make action scenes look good. Decent CGI, it can be a little too much at times. Good set pieces and wardrobe. 7/10.On screen: Simu Liu (Shang-Chi) and Awkwafina (Katy) acting was great. They have good chemistry throughout the movie which made their characters believable. Decent acting from the rest of the cast, some of it was cookie-cutter. Solid Cinematography overall. 7/10.Content/Impact: It's great to see Asian leads in American cinema that's not stereotypical, especially at a time when we see anti-Asian hate during COVID. Also, the range of imagery of powerful Asian women is great to see because it combats the ""docile"" Asian women motif. Also, the fact that the Asian woman wasn't sexualized helps combat those stereotypes. Lastly, the infusion of Asian culture in popular films is not only good for getting more diverse filmmaking on and behind the camera, it's also a step in having more diverse visibility which leads to more acceptance of each other. 10/10.Overall: Good introduction to new characters Shang-Chi and Ruiwen's place in the new phase of the MCU. 8/10.",positive
293,"The problem with this movie is not that was that bad except few scenes , but was too boring - not interesting !",negative
294,Akwafinas character was extremely annoying and not funny at all with forced cringy humor which ruined the movie. The fact she picked up a bow and arrow for this first time in her life and helped saved the day was ridiculous.The visuals were nice though and the fight scenes were nicely choreographed.Lack of character of shang chi not that the acting was bad but he don't have a strong personality and there isn't anything interesting about him really.The story was kinda of boring and the plot was kinda stupid.,negative
295,This is my Black Panther.Ps. So Lil Nas X exists in the MCUps 2 . Captain Marvel actually looked pretty and had kind of personality in the short appearance !!,neutral
296,"This is the first Marvel film since 2012's The Avengers that I would call a big dud. The reasons for its failure are many; the reasons that it almost succeeds are exactly two: Nora Lum (Awkwafina) and Ben Kingsley. Aside from these two shining points of light, the film's an energetic flop.The main reason for the failure is the script. Now, I have been watching movies for five decades, and I can tell when a film is paying homage to another film, and when it's just ripping off the ideas of a better movie. This 'script' rips off a series of better movies, starting with Deadpool 2, then Fight Club, then Skyfall, then Avatar, and probably a bunch of other action films I never saw. Along the way, we are asked to accept a silly premise that these magic rings and the bad guy wearing them have existed for a thousand years. Nope. Just a dumb idea. One look at his gleaming and perfect thousand year old teeth and the whole thing falls apart. The film never recovers from that.Next, there is the spectacularly bad directorial choice (from the aptly named Destin Cretton) to have all the actors in the film display no emotions with their faces whatsoever. As mentioned above, the sole exceptions are Awkwafina and Kingsley. Every other actor, AND ESPEICALLY PRETTY-BOY LEAD SIMU LIU, seems to be a star graduate from the Kristin Stewart school of blank stares. Boo. Maybe Cretton was going for Inscrutable, but all we see is Constipated.The fight scenes are all generic karate video game stuff, boring at first glance, but unbearably dull after two hours. The music by Joel West is one blaring trumpet after another, so forgettable that I can't remember anything except constant boring noise.The production design is wonderful, as we expect from Marvel: sets dripping in vivid color, crisp and exciting visuals, wonderful costumes. There are many beautiful and talented Asian actors on display here, but the script is so awful that I felt embarrassed for them. As I said, Awkwafina and Ben Kingsley save this film from being a complete flop, and their two performances are so wonderful that I am almost willing to let the rest of the garbage slide.Almost.",negative
297,"Finally!This movie was perfect,Nods to the Avengers in all the right places. Music is excellent. Casting is incredible. Visually stunning. Absolutely perfect. Would watch again right now. Haven't felt this good about a film in a very long time. Hoping to see more of Shang Chi in future MCU films.",positive
298,"Unfortunately, I didn't find this origin story to be as good as other reviews. It was too fast in building the characters for an origin story. They could have just focused more on the dad and his early days and his overwhelming love or first love in a 1,000 years. Bring more heart into this story and the family. The father was almost a antagonist you wanted to feel some heart for, but they didn't show enough love. Hopefully, he becomes a great character in phase 4.",negative
299,"Couple of things, 1. The actors are made of plastic, I know it wasn't a CGI cartoon but the actors were so one dimensional it may as well have been. Have never seen live actors display the uncanny valley. 2. Feels alot more like a Disney film and less like a Marvel super hero movie. 3. It was super formulaic, Awkwafina was as usually not funny and every little chuckle was super forced. Overall had some good fight choreography but you can get that in any other Kung Fu Movie. Kind of makes you wonder why so much money was spent on a very very very template movie. Kind of lame.",negative
300,"I have no Idea of why they were really fighting, it felt arbitrary like they just made up something randomly that didn't really make sense. It felt more like a 80ies story then an modern MCU story.This is not a superhero movie, and maybe that's why they lost me, because I was expecting a superhero film. Not a B movie type story with better special effects. This might be the last MCU movie I will ever see, it is that bad... I might make an exception for Captain Marvel II... :)",negative
301,"Marvel, you sneaky SOBs, is there nothing - I mean NOTHING at all - that you can't
turn your hands to? I'll be the first to admit that I was very sceptical about what really amounts to a glorified Kung Fu movie finding its place in the MCU. I need not have worried. Shang Chi sits right up there with the very best Marvel has on show.Simu Liu and the ever wonderful Akwafina make a fantastic duo and the addition of the queenly Michelle Yeo and the wonderful Tony Leung is the icing on the cake. It's exciting, adventurous fun. So go see it, you definitely won't regret it!",negative
302,"Shang-Chi and the Legend of the Ten Rings is a wonderful movie in so numerous ways... Visually striking, with a great mastery of the staging from beginning to end.So much visual poetry, the legend/adventure aspect of it is really top-notch, with legends & mystical elements that grab you ever more with the story unveiling before your eyes ... The humor is very pleasant (Katy, played by Awkwafina, brought a welcome energy & heart in each of her scenes) and adds a pretty pleasant flavor to the whole adventure.I really loved the way the characters are written, with Xu Wenwu (Tony Leung) as a complex & layered figure all along the movie... And Xialing (Shang-Chi's sister, played by Meng'er Zhang), as well as Li (their mother) are both highly enjoyable to see express themselves on-screen, they both have a lot of presence (and skills), each in their own ways.I found the entire movie very coherent, every detail makes sense and is counter balanced in a way or another... Yes, there is a strong notion of balance (darkness & light, and so on), with a lot of messages infused in both the action & dialogs. It is an extremely entertaining movie, but I really wanted to emphasize the richness and depth of its story/mythology and characters, all connected in the most organic way.By the way, I loved the whole Asian/Chinesz myths & legends aspec of the movie, the spirit & philosophy of it all was a true delight to my eyes, with countless Sci-Fi elements entwined in it, but all smoothly integrant of this mythology...
I think I probably put it in my Top 5 Marvel movies... I found the staging really majestic, from the dialog scenes to the action scenes, the humor, the flashbacks, and this new ""universe"" (mythology) that is presented here, it just all flows in such a delightful way from beginning to end.Marvel Studios always are very very clever at hiring a great variety of talents, and they nailed it once again... Destin Daniel Cretton (the director of the movie) is super creative and manages to construct pretty complex scenes while always masterfully telling a story, building a deeply cohesive piece ; it's all fantasy but nonetheless feels visceral and real. This movie is another Marvel movie you often forget that it is a Marvel movie, precisely because of its powerful and so deeply captivating mythology, and this emotional weight that you can feel over the characters, it truly sets something different. It felt like I was watching a movie in the vein of certain epic Asian adventure/martial arts movies... Gotta admit it's my jam, so... In addition to the Marvel stuff, it's a very pleasant feeling.The energy in the movie theater was fun, lots of people were excited from all these scenes that just grab you. Because yes, clearly... There is a good number of mind-blowing scenes in this incredible movie ! The photography and color treatment make the movie very striking... And like I said, certain scenes mesmerize you because of their beauty & mastery, or even their grand epicness ! At times, it feels like an epic fresco that you are contemplating.The scene when/where the two parents meet for the first time is beyond gorgeous (the setting, the colors, the choreography, the costume design and overall design, the music & sound effects, the characters and the atmosphere as a whole) ; an absolute masterpiece of art, visually way beyond sublime, what a gift for the eyes, wow... And the 'Grand Final' is quite simply epic, emotionally grabbing, and of course stunning visually, with a flow of glorious shots that all are impressive.A jewel.",positive
303,"I have to agree with another reviewer here...it's probably the least Marvel of all the Marvel movies. Had it been edited to a certain effect, one would not be able to discern it as a Marvel film.It's a background story of Shang-Chi obviously, but in a way, I felt like Tony Leung stole a bit of the show. It's his anguish that drives the film, as without it, there wouldn't be a conflict between him and Shang. Seeing Tony onscreen after so many years makes me want to go on a Tony Leung marathon, or at least watch Hard-Boiled again. He's always been so good at conveying emotion without words.Michelle Yeoh has small part in the film, but as always, she kicks ass and more or less plays the same exact role she played in the recent Gunpowder Milkshake as the older, wise Auntie.Simu Liu and Awkwafina have good chemistry in the film, but I actually felt like their characters otherwise were a little bit flat, as there was not much time spent on character development. Or at least in the character of Shang, alot of time devoted to flashbacks but little time spent with Simu in the present day, fleshing out his character. They seem like they would be fun people to hang out with? Awkwafina is vital to a plot moment, but otherwise, she has little presence other than a few small comedic moments but maybe that is enough.Morris is cute. I need to find that stuffed animal...The special effects are fun to watch and colorful.The plot is a bit simplistic, as it usually is with Marvel films. It's serviceable enough, but the film starts to fall apart during last 1/3-1/4 of the film when the fantastical elements show up and certain things happen that don't quite make any sense (or at least I haven't worked out why they should make sense). The fantasy elements don't quite work as well as just watching all the fight choreography from the earlier parts of the film, it's just not as interesting to me personally.All in all, a good time and a great prelude to a Labor Day weekend!",negative
304,I thought this movie was long. 2 hrs 12 min. Felt more like 2.5-3 hrs. I was ok at first but as it went on I got bored and couldn't believe it felt so long. There were other people laughing and enjoying his side-kick comedy. It was all too 13 yr. Oldish for me. Not a bad movie but NOT a 8.1 tho. 5-6. AVERAGE.,negative
305,"Let's face it, Shang-chi is pretty much Black Panther with an all Asian cast. I'm sure this sounds rather cynical but here me out: the first half of the film is a down-to-earth James Bond kind of film, then our protagonist reunited with his family halfway through and is transported to a fantasy world, only to have internal family conflicts drive the rest of the plot. Sound familiar? I'm in no way saying the two are parallels but this overarching story arc is becoming cliche. Black Widow was sort of guilty of this in a way, but was still unique in its own right, for better or for worse. In the case of Shang-Chi, the plot was extremely predictable. He would inevitably reunite with his family and battle his father. That didn't strip the film of all suspense, but Marvel screenwriting remains an Achilles heal.Wew! Now that I've got that out of the way, here's everything I loved about this movie: this has the GREATEST fight choreography of any Marvel movie Ever. There was this beautiful, majestic rhythm and flow to every single action scene that at many parts gave me literal goosebumps. For once, the CGI complimented the action beautifully without making me cringe. In a way it was like a remake of Crouching Tiger, Hidden Dragon. In addition, the acting was above average for a Marvel movie. The complex motivations of the hero and villain were realistically portrayed. Speaking of the villain, Xu Wenwu deserves a spot next to Thanos and Killmonger as one of Marvel's greatest antagonists. And compare to the snooze-fest that was Black Widow, the plot was flying as fast as a dragon. Finally, the cherry on top, Awkwafina and the hilarious comic-relief she infused into this whole story. Her style was really reminiscent of Guardians of the Galaxy. The film wouldn't have been nearly as entertaining without her.Overall, this definitely exceeded expectations (although they were pretty low after Black Widow). It's a pleasing popcorn movie with enough complexity and artistry to garner some awards. And for Marvel fans, it's clear Shang-Chi's existence in this universe is a game changer.",negative
306,"Overall, the movie was worth a watch. A lot of pretty scenery and great fight scenes. It is just getting ridiculous how the directors and production companies are not caring about the movie quality anymore, as long as they get their messages out. You can tell the director and writer have never picked up a Marvel Comic. They way they try to make you see that this movie is tied into the Marvel Universe is ludicrous. I see the writers all sitting around someone who got themselves in the group because daddy works at a higher level. No experience whatsoever.""Let's see, I have an idea. Ok hear me out. Wong, Wong is Asian so lets make sure he makes an appearance. That makes great sense to me. Now what reason would Wong have to fight in a place you wouldn't find anyone as honorable as he is, to be hanging out. Ok, let's don't explain that people will just get it because he is Asian, right? Ok now who would he fight in the ""Look here I am to connect this movie to us"" scene? Oh, I got it. Abomination. Ya that makes total sense to me. I mean, Wong was just minding his business one day, and Abomination stopped by because he was in the area and wanted to know if he wanted to go fishing. Wong said sure, let me open up a portal to the lake and we will go. Oh, my. My portal got messed up. How did we get to an illegal fight club in China? Ok, I guess while we are here, we will sign up to fight each other, since I just forgot how to open my portals. (Oh No!) Fight, Fight, Fight. Ok Abomination I am going to make you punch yourself. Hands through the portal, my favorite trick. Works all of the time. Ouch, Wong. That hurt. Oh but guess what Abomination. When you took that hit, it woke me up to remember how to open my portals again. Let's go home, shall we. Ok Wong, let's go.That is it. It would rival the greats. I am a genius.No you are an idiot. Actually, you may just have bad taste. The hiring people at Marvel are idiots and the people that give final approval, are no better.Well, we had a good first round of Marvel movies for 20 years. The millennium generation is taking over, so it is all downhill from here. Dang.",negative
307,"I was blown away by the great storyline from start to finish, amazing choreography, stunning visuals, and surreal locales. It's happy, it's sad, it's funny, it's touching. It knows when to be serious and knows when to be hilarious. The blend between the classic Asian traditions and the modern world was a definite bonus. Plus, it focuses on a blend between mythical and natural. Besides that, it ties into the MCU seamlessly. The movie thankfully explains a connection between the faux Ten Rings in the Iron Man movies and the actual Ten Rings. I also enjoyed all of the Easter eggs. This movie was worth the wait.",positive
308,Disney Marvel has a perfect way of simplifying the comic books into something a non-comic book reader can understand and follow along with. In my opinion this is the perfect movie to watch and see the excellence of telling a story without overwhelming the audience with comic book lore. This movie was good enough to get me into the movie theaters. Well worth the price of admission. Instant classic 🐉💍💍💍💍💍💍💍💍💍💍,positive
309,"I didn't know what to expect going in, superhero? Martial arts? And to me it ended up being more fantasy/supernatural than superhero. That being said, I liked it and I was entertained, it had a strange 80's vibe to me and I had feelings at times like I have seen this before...probably just me. The story was good, acting was good, visuals were spectacular, the middle did kinda drag a little, but overall it was a good movie.If you're looking for a martial arts movie, it's not Enter the Dragon and it's certainly not superhero like Spider-man or Superman. It's different, fresh, and I can see why many will love it. You could hate superheroes in general and still love this movie, so it would be a shame for people to avoid this movie because they don't like Superhero movies. I say give it a shot, but don't expect anything like Enter the Dragon or Superman, you will be disappointed.",negative
310,"Didn't have high hope before going in because neither Simu nor Awkwafina was a superhero movie casting material, and Mandarin is a very controversial villain of choice, but I was pleasantly surprised on how good Shang-Chi was.The chemistry between Simu and Awkwafina was exceptional, and Tony Leung's casting of Not-Mandarin aka Xu Wenwu was not just amazing, but one of the best villains Marvel has ever seen. It's a villain whose motivation is actually both believable and relatable. Oh, and the actual ""Mandarin"" was also a comical gold.Plus, fighting scenes were absolutely amazing. First half's martial art scenes were on par with some martial arts classics and later half of, well, typical Marvel CGI stuff were quite of eye candies.Sure, there were few less developed character arcs like Shang-Chi's sister but overall, this is an excellent movie that won't disappoint you.",negative
311,Shang Chi and the Legend of the Ten Rings is one of the best comic book movies I've seen! Great humor and intense action throughout the film! You can sympathize with the villain! The music is phenomenal (possible MCU best). Go watch it!,positive
312,This is a pc movie nothing good to see move along.,positive
313,"Shang-Chi and the Legend of the Ten Rings is the first marvel film of phase 4 worth seeing espically when compared to the extremely generic Black Widow movie that came out earlier this year. The pros of the film are definitely it's action sequences and beautiful cinematography. The cons of this movie for me were the humor and the films predictability, but the pros of this film definitely outweigh it's cons.",positive
314,"Shang Chi is a completely action-packed movie, from start to end. Sure, the story was predictable with a meek narrative, but those gaps were filled with 2 hours of crazy action. The action sequences and cinematography in itself were quite impressive, considering a good portion of the movie showed sequences without any super powers. Its a good watch!",positive
315,"Black Widow kicked off Phase 4 with relatively muted excitement. Blame BW's performance on the pandemic, pirating, whatever. But for a movie that's several years overdue and months delayed, it was an underwhelming opening to the next step of the MCU both in story quality and action directing.Shang-Chi does a lot of heavy lifting and bounces Phase 4 back to Marvel's in-form output with one of the strongest Origin-Story films yet. A combination of a great cast and actor chemistry, palatable plot and storytelling, and the vibrant beauty of Chinese & Chinese-American culture interwoven naturally into the interactions between characters makes Shang-Chi an incredibly fun film for anyone not up-to-date on the MCU and an instant favorite for any die-hard MCU fans. And yet, even with each strong component that this film brings to the table, the most noteworthy highlight is that Shang-Chi has managed to seamlessly adapt Kung Fu choreography into the BEST hand-to-hand fight choreography that the MCU has ever seen. (Yes, in my opinion, it's better than the fight choreo from CA:Winter Soldier; that's no small feat). The action sequences here, backed by a well-fitting and punchy soundtrack make the action of Shang-Chi almost as exciting as that of the best Avengers movies.Not a perfect film by any means, some of the story elements are not fully developed and we also have the scheduled 3rd act CGI battle that seems to come with every MCU movie. Even so, the highs certainly outweigh the lows and in all, highly recommend seeing this movie. My thoughts are too cluttered by the awe inspired by the movie so a quick recap of the pros:Great action (no seriously, really great action. This is the John Wick of superhero films)Stunning visualsGreat soundtrackGreat cast, very fun interactionsTony Leung is incredible in this movie; the antagonist of this film is a Top 3 MCU ""villain""Simu Liu seems like a really great guy. Congrats on the success my dude.",positive
316,"10/10 because of Morris. Morris is the best character and the best part about this movie, along with Trevor. Would watch again because of Morris.",positive
317,"I decided to go in blind to this movie and I loved every thing about this movie it's humour, acting and it's characters but most of all the fight scenes
GO AND WATCH THIS MOVIE.",positive
318,"Everything about this movie is great I loved it so much the CGI towards the end was lacking but that's not a surprise that they would do that to this Asian led film they did it with black panther as well
The fight scenes are fantastic I loved every one of them. All around damn good movie.",positive
319,""" If you aim at nothing, you get nothing ""Shang chi gets most of the part right with crazy action choreography which is undoubtedly the major attraction. First act is racy and has crazy action episodes and later, the recurring flashbacks served the story purpose but at the same time, slightly hindered the flow. Not a big issue though as the action part kicks in and makes up for it. Third act ten rings action visuals are pretty damn good and the water formation is breathtaking which reminded me of Raya.New guy "" Simu Liu "" owned the Shang chi role, as his efforts are clearly visible on the screen. Especially during action episodes , he nailed it with his quick reflexes, even Meng'er Zhang as Chi's sister did put up an impressive act and Awkwafina provided a bit of humor with her quirky attitude . Fala Chen is so beautiful, i fell head over heels for her smile. The man, Tony Leung stood tall and delivered with panache, his presence worked big time. Always love to see Michelle Yeoh on the screen , she got that aura which pulls me in. Trevor and Morris stole the show, loved their bonding :)Over all , with couple of surprises , good performances , amazing score , striking visuals and top notch action pieces makes this one an enjoyable ride throughout. Had a good time at the cinemas. Simu Liu is a fine addition to the MCU. Easily deserves solid 7-7.5 rating !!First post credit scene is whistle worthy moment , JUST WOW!!!",positive
320,"In the future we need more fantasy open world series in MARVEL its kinda trending for along time , fans and peoples waiting for something like this , its hype above all movies...
So the myth has been adapted in movies ,mystical beings fought face to face , it's been a long time to watch movie like , we did watch chinese fantasy series with low budget dragons & mystical beings , but not like this , we could see proper visual effect arts of the fight , I wish marvel studios could do more beast fighting in fantasy realm with HEREOS and VILLAINS, or LIMBO like Devil may cry kind of... yeah it does looks like DANTE running above dragon back fighthing his Devil father.. end up his father saved him and let him inherit the fortunes power of the families.. anyway im still waiting DEVIL may cry movie live action , i dont know when the hollywood going to adapt the movie someday.. i hope the dream come true for all of us.. If you want more profit just do movie like this , peoples like it very much.. fantasy all.. humans dreams to be like that , but it will happen only in afterlife... i mean for real , you should check your religion books about afterlife..",negative
321,"I was kind of bored through out and this is coming from a pretty big MCU shill. I think the funny side-kick made the movie worse honestly. I didn't really care about her or her random, forced character arc in the last part of the movie. The fight scenes were fun, but if you saw the trailer, you saw the funnest fights. There's a dragon too, but I was just waiting for the movie to be over at that point.",negative
322,"I had least expectations about this movie. I thought probably it would have some fight sequences which depicts a typical chinese movie. But it is more than that. I had an awesome theatre experience after endgame. Seriously guys, don't miss this one.",negative
323,"I was actually borderline giving this a 7 out of 10 but can't quite bring myself to do it because the middle is so booooooring!I did however, on the whole really enjoy this but I did think that it was more about the whole cast rather than an origin story of Shang-Chi because an awful lot of attention seems to be given his sister and his friend Katy which seemed odd to me?But sort of odd in a good way because they managed to flesh the characters out enough to make them seem like 'characters' rather than expendable supporting cast.The first third of the movie was for me, the strongest and seeing the full fight scene on the bus shown in the trailer made me appreciate the choreography that went into this. The final third was fine... I wasn't bored... The middle though? Nah :(I preferred this to Black Widow because it's part of the new phase and not some remnant carry over and just felt fresh!There's also some fairly ok humour in there (a lot which misses the mark too though)... yeah, it was good, you should go see it if you like the MCU.",negative
324,"A movie with clear and crisp visuals that blends Chinese Kung Fu with CGI to perfection, but this seems to come at a cost of a weak and underdeveloped plot with misplaced priorities that prevents the audience from investing into the characters.",positive
325,"Very good movie. Perfect casting,great visuals,Good story and direction makes it enjoyable.the screenplay was a little bit predictable like formulatic marvel movie. I totally recommend to see this one in theaters because it was made to have that kind of experience.",positive
326,"Absolutely loved it. IMO, it's the best MCU movie and that's saying a LOT, coming from me. It's original, has a great story, good screenplay, excellent fight scenes WITH the actors (not stuntmen), the villain has a unique agenda (not just to kill the hero or take over the world), the origin story is told perfectly, the superpower (the rings) is really interesting, and the music is fantastic. It finally bumped Iron Man down to #2 on my MCU list.",positive
327,"This movie really surprised me I loved the action scenes specially the one that takes place in a bus, I wish they kept that ""grounded"" action line but at the end they go with big cgi fights, which are good but I just really loved those hand to hand action scenes.Also I find the villian irrelevant, he isn't too bad for you to hate him nor he isn't too good to be loved.",negative
328,"I'm a sucker for a good quality martial arts fight scene, and this has many of them. Every one is perfect. The movie has humor, heart, and really amazing fight scenes. I love the visual effects, the tradition and culture of the rich Chinese people, it overall just worked and I'm so excited to go see it for a second time.",positive
329,"How can anyone give such a movie a 5/10 or below??? Really?! It's stunningly beautiful in its very own way, the kung fu, the humor, the visuals, the atmosphere, everything, SO GOOD! I'm just gonna leave it to that! Please go watch it and please ignore the bad reviews. People are so stupid that they just don't know what a good movie is anymore smh.",negative
330,"One of my favorite Marvel movies to date. Loved the acting and FX. Its tough to blend martial arts fighting that looks good, no beautiful and magic. They did it. Great story and pacing. Highly recommended. Much, much better than Black Panther, Wonder Woman 1985 and Black Widow combined in my opinion.It's the type of super hero movie that as a kid would have inspired days of playing out the heroes with friends and many rewatches all summer long. Go see it and take your 12+ old kids, they will love it!",positive
